HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID
HGNC:46995	Approved	RNU4-59P	RNA, U4 small nuclear 59, pseudogene	ENSG00000201317
HGNC:46996	Approved	RNU4-60P	RNA, U4 small nuclear 60, pseudogene	ENSG00000253048
HGNC:46997	Approved	RNU4-61P	RNA, U4 small nuclear 61, pseudogene	ENSG00000223175
HGNC:46998	Approved	RNU4-62P	RNA, U4 small nuclear 62, pseudogene	ENSG00000222057
HGNC:46999	Approved	RNU4-63P	RNA, U4 small nuclear 63, pseudogene	ENSG00000223245
HGNC:47000	Approved	RNU4-64P	RNA, U4 small nuclear 64, pseudogene	ENSG00000222727
HGNC:47001	Approved	RNU4-65P	RNA, U4 small nuclear 65, pseudogene	ENSG00000222405
HGNC:47002	Approved	RNU4-66P	RNA, U4 small nuclear 66, pseudogene	ENSG00000202069
HGNC:47003	Approved	RNU4-67P	RNA, U4 small nuclear 67, pseudogene	ENSG00000201439
HGNC:47004	Approved	RNU4-68P	RNA, U4 small nuclear 68, pseudogene	ENSG00000201184
HGNC:47005	Approved	RNU4-69P	RNA, U4 small nuclear 69, pseudogene	ENSG00000222609
HGNC:47006	Approved	RNU4-70P	RNA, U4 small nuclear 70, pseudogene	ENSG00000207309
HGNC:47007	Approved	RNU4-71P	RNA, U4 small nuclear 71, pseudogene	ENSG00000252067
HGNC:47008	Approved	RNU4-72P	RNA, U4 small nuclear 72, pseudogene	ENSG00000222686
HGNC:47009	Approved	RNU4-73P	RNA, U4 small nuclear 73, pseudogene	ENSG00000200034
HGNC:47010	Approved	RNU4-74P	RNA, U4 small nuclear 74, pseudogene	ENSG00000223212
HGNC:47011	Approved	RNU4-75P	RNA, U4 small nuclear 75, pseudogene	ENSG00000201491
HGNC:47012	Approved	RNU4-76P	RNA, U4 small nuclear 76, pseudogene	ENSG00000201379
HGNC:47013	Approved	RNU4-77P	RNA, U4 small nuclear 77, pseudogene	ENSG00000252501
HGNC:47014	Approved	RNU4-78P	RNA, U4 small nuclear 78, pseudogene	ENSG00000222872
HGNC:47015	Approved	RNU4-79P	RNA, U4 small nuclear 79, pseudogene	ENSG00000199634
HGNC:47016	Approved	RNU4-80P	RNA, U4 small nuclear 80, pseudogene	ENSG00000200070
HGNC:47017	Approved	RNU4-81P	RNA, U4 small nuclear 81, pseudogene	ENSG00000200431
HGNC:47018	Approved	RNU4-82P	RNA, U4 small nuclear 82, pseudogene	ENSG00000199313
HGNC:47019	Approved	RNU4-83P	RNA, U4 small nuclear 83, pseudogene	ENSG00000222795
HGNC:47020	Approved	RNU4-84P	RNA, U4 small nuclear 84, pseudogene	ENSG00000201070
HGNC:47021	Approved	RNU4-85P	RNA, U4 small nuclear 85, pseudogene	ENSG00000201545
HGNC:47022	Approved	RNU4-86P	RNA, U4 small nuclear 86, pseudogene	ENSG00000222067
HGNC:47023	Approved	RNU4-87P	RNA, U4 small nuclear 87, pseudogene	ENSG00000200974
HGNC:47024	Approved	RNU4-88P	RNA, U4 small nuclear 88, pseudogene	ENSG00000223152
HGNC:47025	Approved	RNU4-89P	RNA, U4 small nuclear 89, pseudogene	ENSG00000272359
HGNC:47026	Approved	RNU4-90P	RNA, U4 small nuclear 90, pseudogene	ENSG00000199643
HGNC:47027	Approved	RNU4-91P	RNA, U4 small nuclear 91, pseudogene	ENSG00000201648
HGNC:47028	Approved	RNU4-92P	RNA, U4 small nuclear 92, pseudogene	ENSG00000200653
HGNC:34016	Approved	RNU4ATAC	RNA, U4atac small nuclear (U12-dependent splicing)	ENSG00000264229
HGNC:39003	Approved	RNU4ATAC2P	RNA, U4atac small nuclear 2, pseudogene	ENSG00000221601
HGNC:42575	Approved	RNU4ATAC3P	RNA, U4atac small nuclear 3, pseudogene	ENSG00000252508
HGNC:46890	Approved	RNU4ATAC4P	RNA, U4atac small nuclear 4, pseudogene	ENSG00000252116
HGNC:46891	Approved	RNU4ATAC5P	RNA, U4atac small nuclear 5, pseudogene	ENSG00000253035
HGNC:46892	Approved	RNU4ATAC6P	RNA, U4atac small nuclear 6, pseudogene	ENSG00000252401
HGNC:46893	Approved	RNU4ATAC7P	RNA, U4atac small nuclear 7, pseudogene	ENSG00000252089
HGNC:46894	Approved	RNU4ATAC8P	RNA, U4atac small nuclear 8, pseudogene	ENSG00000252005
HGNC:46895	Approved	RNU4ATAC9P	RNA, U4atac small nuclear 9, pseudogene	ENSG00000252955
HGNC:46896	Approved	RNU4ATAC10P	RNA, U4atac small nuclear 10, pseudogene	ENSG00000252776
HGNC:46897	Approved	RNU4ATAC11P	RNA, U4atac small nuclear 11, pseudogene	ENSG00000251748
HGNC:46898	Approved	RNU4ATAC12P	RNA, U4atac small nuclear 12, pseudogene	ENSG00000252269
HGNC:46899	Approved	RNU4ATAC13P	RNA, U4atac small nuclear 13, pseudogene	ENSG00000251741
HGNC:46900	Approved	RNU4ATAC14P	RNA, U4atac small nuclear 14, pseudogene	ENSG00000252013
HGNC:46901	Approved	RNU4ATAC15P	RNA, U4atac small nuclear 15, pseudogene	ENSG00000252224
HGNC:46902	Approved	RNU4ATAC16P	RNA, U4atac small nuclear 16, pseudogene	ENSG00000221439
HGNC:46903	Approved	RNU4ATAC17P	RNA, U4atac small nuclear 17, pseudogene	ENSG00000253081
HGNC:46904	Approved	RNU4ATAC18P	RNA, U4atac small nuclear 18, pseudogene	ENSG00000251988
HGNC:10211	Approved	RNU5A-1	RNA, U5A small nuclear 1	ENSG00000199568
HGNC:42515	Approved	RNU5A-2P	RNA, U5A small nuclear 2, pseudogene	ENSG00000207065
HGNC:42519	Approved	RNU5A-3P	RNA, U5A small nuclear 3, pseudogene	ENSG00000254172
HGNC:42521	Approved	RNU5A-4P	RNA, U5A small nuclear 4, pseudogene	ENSG00000252397
HGNC:42525	Approved	RNU5A-5P	RNA, U5A small nuclear 5, pseudogene	ENSG00000222986
HGNC:42527	Approved	RNU5A-6P	RNA, U5A small nuclear 6, pseudogene	ENSG00000206863
HGNC:42529	Approved	RNU5A-7P	RNA, U5A small nuclear 7, pseudogene	ENSG00000251788
HGNC:42530	Approved	RNU5A-8P	RNA, U5A small nuclear 8, pseudogene	ENSG00000200972
HGNC:10212	Approved	RNU5B-1	RNA, U5B small nuclear 1	ENSG00000200156
HGNC:34182	Approved	RNU5B-2P	RNA, U5B small nuclear 2, pseudogene	ENSG00000199906
HGNC:34183	Approved	RNU5B-3P	RNA, U5B small nuclear 3, pseudogene	ENSG00000252410
HGNC:34184	Approved	RNU5B-4P	RNA, U5B small nuclear 4, pseudogene	ENSG00000200378
HGNC:34185	Approved	RNU5B-5P	RNA, U5B small nuclear 5, pseudogene	
HGNC:34186	Approved	RNU5B-6P	RNA, U5B small nuclear 6, pseudogene	ENSG00000252574
HGNC:10214	Approved	RNU5D-1	RNA, U5D small nuclear 1	ENSG00000200169
HGNC:42534	Approved	RNU5D-2P	RNA, U5D small nuclear 2, pseudogene	ENSG00000252521
HGNC:10215	Approved	RNU5E-1	RNA, U5E small nuclear 1	ENSG00000199347
HGNC:42511	Approved	RNU5E-2P	RNA, U5E small nuclear 2, pseudogene	
HGNC:42512	Approved	RNU5E-3P	RNA, U5E small nuclear 3, pseudogene	ENSG00000251722
HGNC:42513	Approved	RNU5E-4P	RNA, U5E small nuclear 4, pseudogene	ENSG00000201801
HGNC:42520	Approved	RNU5E-5P	RNA, U5E small nuclear 5, pseudogene	ENSG00000202249
HGNC:42522	Approved	RNU5E-6P	RNA, U5E small nuclear 6, pseudogene	ENSG00000202444
HGNC:42526	Approved	RNU5E-7P	RNA, U5E small nuclear 7, pseudogene	ENSG00000202160
HGNC:42528	Approved	RNU5E-8P	RNA, U5E small nuclear 8, pseudogene	ENSG00000200372
HGNC:42532	Approved	RNU5E-9P	RNA, U5E small nuclear 9, pseudogene	ENSG00000223096
HGNC:42533	Approved	RNU5E-10P	RNA, U5E small nuclear 10, pseudogene	ENSG00000200376
HGNC:10216	Approved	RNU5F-1	RNA, U5F small nuclear 1	ENSG00000199377
HGNC:42510	Approved	RNU5F-2P	RNA, U5F small nuclear 2, pseudogene	ENSG00000251875
HGNC:42514	Approved	RNU5F-3P	RNA, U5F small nuclear 3, pseudogene	ENSG00000200637
HGNC:42516	Approved	RNU5F-4P	RNA, U5F small nuclear 4, pseudogene	ENSG00000252390
HGNC:42518	Approved	RNU5F-5P	RNA, U5F small nuclear 5, pseudogene	
HGNC:42523	Approved	RNU5F-6P	RNA, U5F small nuclear 6, pseudogene	ENSG00000199849
HGNC:42524	Approved	RNU5F-7P	RNA, U5F small nuclear 7, pseudogene	ENSG00000200566
HGNC:42531	Approved	RNU5F-8P	RNA, U5F small nuclear 8, pseudogene	ENSG00000251750
HGNC:10227	Approved	RNU6-1	RNA, U6 small nuclear 1	ENSG00000206625
HGNC:34270	Approved	RNU6-2	RNA, U6 small nuclear 2	ENSG00000207357
HGNC:34275	Approved	RNU6-3P	RNA, U6 small nuclear 3, pseudogene	ENSG00000207041
HGNC:34253	Approved	RNU6-4P	RNA, U6 small nuclear 4, pseudogene	ENSG00000206932
HGNC:34249	Approved	RNU6-5P	RNA, U6 small nuclear 5, pseudogene	ENSG00000206965
HGNC:10228	Approved	RNU6-6P	RNA, U6 small nuclear 6, pseudogene	ENSG00000272055
HGNC:34284	Approved	RNU6-7	RNA, U6 small nuclear 7	ENSG00000201654
HGNC:34285	Approved	RNU6-8	RNA, U6 small nuclear 8	ENSG00000202337
HGNC:34269	Approved	RNU6-9	RNA, U6 small nuclear 9	ENSG00000207507
HGNC:34254	Approved	RNU6-10P	RNA, U6 small nuclear 10, pseudogene	ENSG00000206763
HGNC:34255	Approved	RNU6-11P	RNA, U6 small nuclear 11, pseudogene	ENSG00000201104
HGNC:34256	Approved	RNU6-12P	RNA, U6 small nuclear 12, pseudogene	ENSG00000207334
HGNC:34257	Approved	RNU6-13P	RNA, U6 small nuclear 13, pseudogene	ENSG00000206975
HGNC:34258	Approved	RNU6-14P	RNA, U6 small nuclear 14, pseudogene	ENSG00000207360
HGNC:34259	Approved	RNU6-15P	RNA, U6 small nuclear 15, pseudogene	ENSG00000207264
HGNC:34260	Approved	RNU6-16P	RNA, U6 small nuclear 16, pseudogene	ENSG00000207113
HGNC:34261	Approved	RNU6-17P	RNA, U6 small nuclear 17, pseudogene	ENSG00000206972
HGNC:34262	Approved	RNU6-18P	RNA, U6 small nuclear 18, pseudogene	ENSG00000207257
HGNC:34263	Approved	RNU6-19P	RNA, U6 small nuclear 19, pseudogene	ENSG00000207449
HGNC:34264	Approved	RNU6-20P	RNA, U6 small nuclear 20, pseudogene	ENSG00000206833
HGNC:34265	Approved	RNU6-21P	RNA, U6 small nuclear 21, pseudogene	ENSG00000207441
HGNC:34266	Approved	RNU6-22P	RNA, U6 small nuclear 22, pseudogene	ENSG00000207083
HGNC:34267	Approved	RNU6-23P	RNA, U6 small nuclear 23, pseudogene	ENSG00000200153
HGNC:34268	Approved	RNU6-24P	RNA, U6 small nuclear 24, pseudogene	ENSG00000207169
HGNC:34251	Approved	RNU6-25P	RNA, U6 small nuclear 25, pseudogene	ENSG00000206600
HGNC:34252	Approved	RNU6-26P	RNA, U6 small nuclear 26, pseudogene	ENSG00000206712
HGNC:34271	Approved	RNU6-27P	RNA, U6 small nuclear 27, pseudogene	ENSG00000251955
HGNC:34272	Approved	RNU6-28P	RNA, U6 small nuclear 28, pseudogene	ENSG00000199248
HGNC:34273	Approved	RNU6-29P	RNA, U6 small nuclear 29, pseudogene	ENSG00000207367
HGNC:34274	Approved	RNU6-30P	RNA, U6 small nuclear 30, pseudogene	ENSG00000207291
HGNC:34250	Approved	RNU6-31P	RNA, U6 small nuclear 31, pseudogene	ENSG00000207116
HGNC:34276	Approved	RNU6-32P	RNA, U6 small nuclear 32, pseudogene	ENSG00000206675
HGNC:34277	Approved	RNU6-33P	RNA, U6 small nuclear 33, pseudogene	ENSG00000207524
HGNC:34278	Approved	RNU6-34P	RNA, U6 small nuclear 34, pseudogene	ENSG00000201744
HGNC:34279	Approved	RNU6-35P	RNA, U6 small nuclear 35, pseudogene	ENSG00000207260
HGNC:34280	Approved	RNU6-36P	RNA, U6 small nuclear 36, pseudogene	ENSG00000206899
HGNC:34281	Approved	RNU6-37P	RNA, U6 small nuclear 37, pseudogene	ENSG00000199562
HGNC:34282	Approved	RNU6-38P	RNA, U6 small nuclear 38, pseudogene	ENSG00000206812
HGNC:34283	Approved	RNU6-39P	RNA, U6 small nuclear 39, pseudogene	ENSG00000207072
HGNC:34248	Approved	RNU6-40P	RNA, U6 small nuclear 40, pseudogene	ENSG00000206981
HGNC:34247	Approved	RNU6-41P	RNA, U6 small nuclear 41, pseudogene	ENSG00000207472
HGNC:34286	Approved	RNU6-42P	RNA, U6 small nuclear 42, pseudogene	ENSG00000206892
HGNC:34287	Approved	RNU6-43P	RNA, U6 small nuclear 43, pseudogene	ENSG00000207029
HGNC:34288	Approved	RNU6-44P	RNA, U6 small nuclear 44, pseudogene	ENSG00000206772
HGNC:34289	Approved	RNU6-45P	RNA, U6 small nuclear 45, pseudogene	ENSG00000207200
HGNC:34290	Approved	RNU6-46P	RNA, U6 small nuclear 46, pseudogene	ENSG00000206587
HGNC:34291	Approved	RNU6-47P	RNA, U6 small nuclear 47, pseudogene	ENSG00000206593
HGNC:34292	Approved	RNU6-48P	RNA, U6 small nuclear 48, pseudogene	ENSG00000206888
HGNC:34293	Approved	RNU6-49P	RNA, U6 small nuclear 49, pseudogene	ENSG00000206983
HGNC:10229	Approved	RNU6-50P	RNA, U6 small nuclear 50, pseudogene	ENSG00000199226
HGNC:42541	Entry Withdrawn	RNU6-51P	RNA, U6 small nuclear 51, pseudogene	
HGNC:42542	Approved	RNU6-52P	RNA, U6 small nuclear 52, pseudogene	
HGNC:42543	Approved	RNU6-53P	RNA, U6 small nuclear 53, pseudogene	ENSG00000202237
HGNC:42544	Approved	RNU6-54P	RNA, U6 small nuclear 54, pseudogene	ENSG00000202433
HGNC:42545	Approved	RNU6-55P	RNA, U6 small nuclear 55, pseudogene	ENSG00000223024
HGNC:42546	Approved	RNU6-56P	RNA, U6 small nuclear 56, pseudogene	ENSG00000252795
HGNC:42547	Approved	RNU6-57P	RNA, U6 small nuclear 57, pseudogene	ENSG00000223280
HGNC:42548	Approved	RNU6-58P	RNA, U6 small nuclear 58, pseudogene	ENSG00000252952
HGNC:42549	Approved	RNU6-59P	RNA, U6 small nuclear 59, pseudogene	ENSG00000207518
HGNC:42550	Approved	RNU6-60P	RNA, U6 small nuclear 60, pseudogene	ENSG00000201662
HGNC:42551	Approved	RNU6-61P	RNA, U6 small nuclear 61, pseudogene	ENSG00000202398
HGNC:42552	Approved	RNU6-62P	RNA, U6 small nuclear 62, pseudogene	ENSG00000252335
HGNC:42553	Approved	RNU6-63P	RNA, U6 small nuclear 63, pseudogene	ENSG00000252499
HGNC:42554	Approved	RNU6-64P	RNA, U6 small nuclear 64, pseudogene	ENSG00000252928
HGNC:42555	Approved	RNU6-65P	RNA, U6 small nuclear 65, pseudogene	ENSG00000252141
HGNC:42556	Approved	RNU6-66P	RNA, U6 small nuclear 66, pseudogene	ENSG00000200267
HGNC:42557	Approved	RNU6-67P	RNA, U6 small nuclear 67, pseudogene	ENSG00000222791
HGNC:42558	Approved	RNU6-68P	RNA, U6 small nuclear 68, pseudogene	ENSG00000252385
HGNC:42559	Approved	RNU6-69P	RNA, U6 small nuclear 69, pseudogene	
HGNC:42560	Approved	RNU6-70P	RNA, U6 small nuclear 70, pseudogene	ENSG00000252247
HGNC:42561	Approved	RNU6-71P	RNA, U6 small nuclear 71, pseudogene	ENSG00000207203
HGNC:42562	Approved	RNU6-72P	RNA, U6 small nuclear 72, pseudogene	ENSG00000207012
HGNC:42563	Approved	RNU6-73P	RNA, U6 small nuclear 73, pseudogene	ENSG00000207330
HGNC:42564	Approved	RNU6-74P	RNA, U6 small nuclear 74, pseudogene	ENSG00000206962
HGNC:42565	Approved	RNU6-75P	RNA, U6 small nuclear 75, pseudogene	ENSG00000251753
HGNC:42566	Approved	RNU6-76P	RNA, U6 small nuclear 76, pseudogene	ENSG00000206787
HGNC:42567	Approved	RNU6-77P	RNA, U6 small nuclear 77, pseudogene	ENSG00000222486
HGNC:42568	Approved	RNU6-78P	RNA, U6 small nuclear 78, pseudogene	ENSG00000199767
HGNC:42569	Approved	RNU6-79P	RNA, U6 small nuclear 79, pseudogene	ENSG00000199381
HGNC:42570	Approved	RNU6-80P	RNA, U6 small nuclear 80, pseudogene	ENSG00000206922
HGNC:42571	Approved	RNU6-81P	RNA, U6 small nuclear 81, pseudogene	ENSG00000202478
HGNC:42572	Approved	RNU6-82P	RNA, U6 small nuclear 82, pseudogene	ENSG00000200840
HGNC:42573	Approved	RNU6-83P	RNA, U6 small nuclear 83, pseudogene	ENSG00000207298
HGNC:47047	Approved	RNU6-84P	RNA, U6 small nuclear 84, pseudogene	ENSG00000272445
HGNC:47048	Approved	RNU6-85P	RNA, U6 small nuclear 85, pseudogene	ENSG00000271932
HGNC:47049	Approved	RNU6-86P	RNA, U6 small nuclear 86, pseudogene	ENSG00000271923
HGNC:47050	Approved	RNU6-87P	RNA, U6 small nuclear 87, pseudogene	ENSG00000272028
HGNC:47051	Approved	RNU6-88P	RNA, U6 small nuclear 88, pseudogene	ENSG00000272507
HGNC:47052	Approved	RNU6-89P	RNA, U6 small nuclear 89, pseudogene	ENSG00000272262
HGNC:47053	Approved	RNU6-90P	RNA, U6 small nuclear 90, pseudogene	ENSG00000272337
HGNC:47054	Approved	RNU6-91P	RNA, U6 small nuclear 91, pseudogene	ENSG00000272439
HGNC:47055	Approved	RNU6-92P	RNA, U6 small nuclear 92, pseudogene	ENSG00000272393
HGNC:47056	Entry Withdrawn	RNU6-93P	RNA, U6 small nuclear 93, pseudogene	
HGNC:47057	Approved	RNU6-94P	RNA, U6 small nuclear 94, pseudogene	ENSG00000271819
HGNC:47058	Approved	RNU6-95P	RNA, U6 small nuclear 95, pseudogene	ENSG00000207428
HGNC:47059	Entry Withdrawn	RNU6-96P	RNA, U6 small nuclear 96, pseudogene	
HGNC:47060	Approved	RNU6-97P	RNA, U6 small nuclear 97, pseudogene	ENSG00000200257
HGNC:47061	Approved	RNU6-98P	RNA, U6 small nuclear 98, pseudogene	ENSG00000206900
HGNC:47062	Approved	RNU6-99P	RNA, U6 small nuclear 99, pseudogene	ENSG00000201591
HGNC:47063	Approved	RNU6-100P	RNA, U6 small nuclear 100, pseudogene	ENSG00000252414
HGNC:47064	Approved	RNU6-101P	RNA, U6 small nuclear 101, pseudogene	ENSG00000222255
HGNC:47065	Approved	RNU6-102P	RNA, U6 small nuclear 102, pseudogene	ENSG00000207214
HGNC:47066	Approved	RNU6-103P	RNA, U6 small nuclear 103, pseudogene	ENSG00000200556
HGNC:47067	Approved	RNU6-104P	RNA, U6 small nuclear 104, pseudogene	ENSG00000238509
HGNC:47068	Approved	RNU6-105P	RNA, U6 small nuclear 105, pseudogene	ENSG00000200779
HGNC:47069	Approved	RNU6-106P	RNA, U6 small nuclear 106, pseudogene	ENSG00000207134
HGNC:47070	Approved	RNU6-107P	RNA, U6 small nuclear 107, pseudogene	ENSG00000252452
HGNC:47071	Approved	RNU6-108P	RNA, U6 small nuclear 108, pseudogene	ENSG00000202428
HGNC:47072	Approved	RNU6-109P	RNA, U6 small nuclear 109, pseudogene	ENSG00000252173
HGNC:47073	Approved	RNU6-110P	RNA, U6 small nuclear 110, pseudogene	ENSG00000207237
HGNC:47074	Approved	RNU6-111P	RNA, U6 small nuclear 111, pseudogene	ENSG00000252988
HGNC:47075	Approved	RNU6-112P	RNA, U6 small nuclear 112, pseudogene	ENSG00000200469
HGNC:47076	Approved	RNU6-113P	RNA, U6 small nuclear 113, pseudogene	ENSG00000252462
HGNC:47077	Approved	RNU6-114P	RNA, U6 small nuclear 114, pseudogene	ENSG00000207435
HGNC:47078	Approved	RNU6-115P	RNA, U6 small nuclear 115, pseudogene	ENSG00000201180
HGNC:47079	Approved	RNU6-116P	RNA, U6 small nuclear 116, pseudogene	ENSG00000206769
HGNC:47080	Approved	RNU6-117P	RNA, U6 small nuclear 117, pseudogene	ENSG00000202285
HGNC:47081	Approved	RNU6-118P	RNA, U6 small nuclear 118, pseudogene	ENSG00000252361
HGNC:47082	Approved	RNU6-119P	RNA, U6 small nuclear 119, pseudogene	ENSG00000201752
HGNC:47083	Approved	RNU6-120P	RNA, U6 small nuclear 120, pseudogene	ENSG00000251886
HGNC:47084	Approved	RNU6-121P	RNA, U6 small nuclear 121, pseudogene	ENSG00000222457
HGNC:47085	Approved	RNU6-122P	RNA, U6 small nuclear 122, pseudogene	ENSG00000252627
HGNC:47086	Approved	RNU6-123P	RNA, U6 small nuclear 123, pseudogene	ENSG00000251972
HGNC:47087	Entry Withdrawn	RNU6-124P	RNA, U6 small nuclear 124, pseudogene	
HGNC:47088	Approved	RNU6-125P	RNA, U6 small nuclear 125, pseudogene	ENSG00000207234
HGNC:47089	Approved	RNU6-126P	RNA, U6 small nuclear 126, pseudogene	ENSG00000252494
HGNC:47090	Approved	RNU6-127P	RNA, U6 small nuclear 127, pseudogene	ENSG00000212199
HGNC:47091	Approved	RNU6-128P	RNA, U6 small nuclear 128, pseudogene	ENSG00000206703
HGNC:47092	Approved	RNU6-129P	RNA, U6 small nuclear 129, pseudogene	ENSG00000212324
HGNC:47093	Approved	RNU6-130P	RNA, U6 small nuclear 130, pseudogene	ENSG00000223044
HGNC:47094	Approved	RNU6-131P	RNA, U6 small nuclear 131, pseudogene	ENSG00000212446
HGNC:47095	Approved	RNU6-132P	RNA, U6 small nuclear 132, pseudogene	ENSG00000206590
HGNC:47096	Approved	RNU6-133P	RNA, U6 small nuclear 133, pseudogene	ENSG00000206716
HGNC:47097	Entry Withdrawn	RNU6-134P	RNA, U6 small nuclear 134, pseudogene	
HGNC:47098	Approved	RNU6-135P	RNA, U6 small nuclear 135, pseudogene	ENSG00000252578
HGNC:47099	Approved	RNU6-136P	RNA, U6 small nuclear 136, pseudogene	ENSG00000207393
HGNC:47100	Approved	RNU6-137P	RNA, U6 small nuclear 137, pseudogene	ENSG00000200550
HGNC:47101	Approved	RNU6-138P	RNA, U6 small nuclear 138, pseudogene	ENSG00000251761
HGNC:47102	Approved	RNU6-139P	RNA, U6 small nuclear 139, pseudogene	ENSG00000252449
HGNC:47103	Approved	RNU6-140P	RNA, U6 small nuclear 140, pseudogene	ENSG00000207296
HGNC:47104	Approved	RNU6-141P	RNA, U6 small nuclear 141, pseudogene	ENSG00000222431
HGNC:47105	Approved	RNU6-142P	RNA, U6 small nuclear 142, pseudogene	ENSG00000206746
HGNC:47106	Approved	RNU6-143P	RNA, U6 small nuclear 143, pseudogene	ENSG00000252751
HGNC:47107	Approved	RNU6-144P	RNA, U6 small nuclear 144, pseudogene	ENSG00000206678
HGNC:47108	Approved	RNU6-145P	RNA, U6 small nuclear 145, pseudogene	ENSG00000207307
HGNC:47109	Approved	RNU6-146P	RNA, U6 small nuclear 146, pseudogene	ENSG00000207332
HGNC:47110	Approved	RNU6-147P	RNA, U6 small nuclear 147, pseudogene	ENSG00000206710
HGNC:47111	Approved	RNU6-148P	RNA, U6 small nuclear 148, pseudogene	ENSG00000252823
HGNC:47112	Entry Withdrawn	RNU6-149P	RNA, U6 small nuclear 149, pseudogene	
HGNC:47113	Approved	RNU6-150P	RNA, U6 small nuclear 150, pseudogene	ENSG00000252046
HGNC:47114	Approved	RNU6-151P	RNA, U6 small nuclear 151, pseudogene	ENSG00000201028
HGNC:47115	Approved	RNU6-152P	RNA, U6 small nuclear 152, pseudogene	ENSG00000206764
HGNC:47116	Approved	RNU6-153P	RNA, U6 small nuclear 153, pseudogene	ENSG00000201292
HGNC:47117	Approved	RNU6-154P	RNA, U6 small nuclear 154, pseudogene	ENSG00000207033
HGNC:47118	Approved	RNU6-155P	RNA, U6 small nuclear 155, pseudogene	ENSG00000252156
HGNC:47119	Approved	RNU6-156P	RNA, U6 small nuclear 156, pseudogene	ENSG00000278331
HGNC:47120	Approved	RNU6-157P	RNA, U6 small nuclear 157, pseudogene	ENSG00000206684
HGNC:47121	Approved	RNU6-158P	RNA, U6 small nuclear 158, pseudogene	ENSG00000252913
HGNC:47122	Approved	RNU6-159P	RNA, U6 small nuclear 159, pseudogene	ENSG00000212382
HGNC:47123	Approved	RNU6-160P	RNA, U6 small nuclear 160, pseudogene	ENSG00000207321
HGNC:47124	Approved	RNU6-161P	RNA, U6 small nuclear 161, pseudogene	ENSG00000199921
HGNC:47125	Approved	RNU6-162P	RNA, U6 small nuclear 162, pseudogene	ENSG00000252037
HGNC:47126	Approved	RNU6-163P	RNA, U6 small nuclear 163, pseudogene	ENSG00000207124
HGNC:47127	Approved	RNU6-164P	RNA, U6 small nuclear 164, pseudogene	ENSG00000201474
HGNC:47128	Approved	RNU6-165P	RNA, U6 small nuclear 165, pseudogene	ENSG00000252979
HGNC:47129	Approved	RNU6-166P	RNA, U6 small nuclear 166, pseudogene	ENSG00000207099
HGNC:47130	Approved	RNU6-167P	RNA, U6 small nuclear 167, pseudogene	ENSG00000207019
HGNC:47131	Approved	RNU6-168P	RNA, U6 small nuclear 168, pseudogene	ENSG00000251998
HGNC:47132	Approved	RNU6-169P	RNA, U6 small nuclear 169, pseudogene	ENSG00000202206
HGNC:47133	Approved	RNU6-170P	RNA, U6 small nuclear 170, pseudogene	ENSG00000199702
HGNC:47134	Approved	RNU6-171P	RNA, U6 small nuclear 171, pseudogene	ENSG00000207082
HGNC:47135	Approved	RNU6-172P	RNA, U6 small nuclear 172, pseudogene	ENSG00000222932
HGNC:47136	Approved	RNU6-173P	RNA, U6 small nuclear 173, pseudogene	ENSG00000201085
HGNC:47137	Approved	RNU6-174P	RNA, U6 small nuclear 174, pseudogene	ENSG00000222338
HGNC:47138	Approved	RNU6-175P	RNA, U6 small nuclear 175, pseudogene	ENSG00000252705
HGNC:47139	Approved	RNU6-176P	RNA, U6 small nuclear 176, pseudogene	ENSG00000253005
HGNC:47140	Approved	RNU6-177P	RNA, U6 small nuclear 177, pseudogene	ENSG00000223189
HGNC:47141	Approved	RNU6-178P	RNA, U6 small nuclear 178, pseudogene	ENSG00000207361
HGNC:47142	Approved	RNU6-179P	RNA, U6 small nuclear 179, pseudogene	ENSG00000200220
HGNC:47143	Approved	RNU6-180P	RNA, U6 small nuclear 180, pseudogene	ENSG00000252506
HGNC:47144	Approved	RNU6-181P	RNA, U6 small nuclear 181, pseudogene	ENSG00000200095
HGNC:47145	Approved	RNU6-182P	RNA, U6 small nuclear 182, pseudogene	ENSG00000252779
HGNC:47146	Approved	RNU6-183P	RNA, U6 small nuclear 183, pseudogene	ENSG00000200331
HGNC:47147	Approved	RNU6-184P	RNA, U6 small nuclear 184, pseudogene	ENSG00000252323
HGNC:47148	Approved	RNU6-185P	RNA, U6 small nuclear 185, pseudogene	ENSG00000207150
HGNC:47150	Approved	RNU6-187P	RNA, U6 small nuclear 187, pseudogene	ENSG00000206866
HGNC:47151	Approved	RNU6-188P	RNA, U6 small nuclear 188, pseudogene	ENSG00000201077
HGNC:47152	Approved	RNU6-189P	RNA, U6 small nuclear 189, pseudogene	ENSG00000251929
HGNC:47153	Approved	RNU6-190P	RNA, U6 small nuclear 190, pseudogene	ENSG00000206881
HGNC:47154	Approved	RNU6-191P	RNA, U6 small nuclear 191, pseudogene	ENSG00000252104
HGNC:47155	Approved	RNU6-192P	RNA, U6 small nuclear 192, pseudogene	ENSG00000212555
HGNC:47156	Approved	RNU6-193P	RNA, U6 small nuclear 193, pseudogene	ENSG00000222909
HGNC:47157	Approved	RNU6-194P	RNA, U6 small nuclear 194, pseudogene	ENSG00000200732
